#Unique identifier for interactor A	Unique identifier for interactor B	Alternative identifier for interactor A	Alternative identifier for interactor B	Aliases for A	Aliases for B	Interaction detection methods	First author	Identifier of the publication	NCBI Taxonomy identifier for interactor A	NCBI Taxonomy identifier for interactor B	Interaction types	Source databases	Interaction identifier(s)	Confidence score	Complex expansion	Biological role A	Biological role B	Experimental role A	Experimental role B	Interactor type A	Interactor type B	Xref for interactor A	Xref for interactor B	Xref for the interaction	Annotations for interactor A	Annotations for interactor B	Annotations for the interaction	NCBI Taxonomy identifier for the host organism	Parameters of the interaction	Creation date	Update date	Checksum for interactor A	Checksum for interactor B	Checksum for interaction	negative	Feature(s) for interactor A	Feature(s) for interactor B	Stoichiometry for interactor A	Stoichiometry for interactor B	Participant identification method for interactor A	Participant identification method for interactor B
uniprotkb:P13608	uniprotkb:Q9UNA0	matrixdb:P13608	matrixdb:Q9UNA0	uniprotkb:acan(gene name)	uniprotkb:ADAMTS5(gene name)	psi-mi:"MI:0435"(protease assay)	Lo et al.(2012)	pubmed:22406378|imex:IM-17886	taxid:9913("Bos taurus")	taxid:9606("Homo sapiens")	psi-mi:"MI:0570"(protein cleavage)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P13608__Q9UNA0_22406378_MatrixDB_1|imex:IM-17886-1	-	-	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:17-863	-	-	psi-mi:"MI:0086"(polyclonal antibody western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
uniprotkb:P13608	uniprotkb:Q9UNA0	matrixdb:P13608	matrixdb:Q9UNA0	uniprotkb:acan(gene name)	uniprotkb:ADAMTS5(gene name)	psi-mi:"MI:0435"(protease assay)	Lo et al.(2012)	pubmed:22406378|imex:IM-17886	taxid:9913("Bos taurus")	taxid:9606("Homo sapiens")	psi-mi:"MI:0570"(protein cleavage)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P13608__Q9UNA0_22406378_MatrixDB_2|imex:IM-17886-2	-	-	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:17-863	-	-	psi-mi:"MI:0086"(polyclonal antibody western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
uniprotkb:P14151	uniprotkb:P13611	matrixdb:P14151	matrixdb:P13611	uniprotkb:SELL(gene name)	uniprotkb:VCAN(gene name)	psi-mi:"MI:0892"(solid phase assay)	Kawashima et al.(2003)	pubmed:12556525	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P13611__P14151_12556525_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 5"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P16070	uniprotkb:P13611	matrixdb:P16070	matrixdb:P13611	uniprotkb:CD44(gene name)	uniprotkb:VCAN(gene name)	psi-mi:"MI:0892"(solid phase assay)	Kawashima et al.(2003)	pubmed:12556525	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P13611__P16070_12556525_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 5"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P16109	uniprotkb:P13611	matrixdb:P16109	matrixdb:P13611	uniprotkb:selp(gene name)	uniprotkb:VCAN(gene name)	psi-mi:"MI:0892"(solid phase assay)	Kawashima et al.(2003)	pubmed:12556525	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P13611__P16109_12556525_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 5"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P14151	uniprotkb:P39060	matrixdb:P14151	matrixdb:P39060	uniprotkb:SELL(gene name)	uniprotkb:col18a1(gene name)	psi-mi:"MI:0892"(solid phase assay)	Kawashima et al.(2003)	pubmed:12556525	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14151__P39060_12556525_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 5"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0113"(western blot)
uniprotkb:P14210	uniprotkb:P15924	matrixdb:P14210	matrixdb:P15924	uniprotkb:HGF(gene name)	uniprotkb:DSP(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Lamszus et al.(1996)	pubmed:8780385|imex:IM-16040	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14210__P15924_8780385_MatrixDB_1|imex:IM-16040-13	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P14210	uniprotkb:P24821	matrixdb:P14210	matrixdb:P24821	uniprotkb:HGF(gene name)	uniprotkb:tnc(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Lamszus et al.(1996)	pubmed:8780385|imex:IM-16040	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14210__P24821_8780385_MatrixDB_1|imex:IM-16040-7	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P48616	uniprotkb:P14210	matrixdb:P48616	matrixdb:P14210	uniprotkb:vim(gene name)	uniprotkb:HGF(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Lamszus et al.(1996)	pubmed:8780385|imex:IM-16040	taxid:9913("Bos taurus")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14210__P48616_8780385_MatrixDB_1|imex:IM-16040-15	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)
uniprotkb:P14210	uniprotkb:P68135	matrixdb:P14210	matrixdb:P68135	uniprotkb:HGF(gene name)	uniprotkb:acta1(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Lamszus et al.(1996)	pubmed:8780385|imex:IM-16040	taxid:9606("Homo sapiens")	taxid:9986("Oryctolagus cuniculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14210__P68135_8780385_MatrixDB_1|imex:IM-16040-12	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P14210	uniprotkb:P98160	matrixdb:P14210	matrixdb:P98160	uniprotkb:HGF(gene name)	uniprotkb:hspg2(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Lamszus et al.(1996)	pubmed:8780385|imex:IM-16040	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14210__P98160_8780385_MatrixDB_1|imex:IM-16040-5	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:Q29443	uniprotkb:P14210	matrixdb:Q29443	matrixdb:P14210	uniprotkb:TF(gene name)	uniprotkb:HGF(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Lamszus et al.(1996)	pubmed:8780385|imex:IM-16040	taxid:9913("Bos taurus")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14210__Q29443_8780385_MatrixDB_1|imex:IM-16040-14	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)
uniprotkb:P14543	uniprotkb:P39061-PRO_0000005796	matrixdb:P14543	matrixdb:PFRAG_1_mouse	uniprotkb:NID1(gene name)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0892"(solid phase assay)	Sasaki et al.(2000)	pubmed:10966814	taxid:9606("Homo sapiens")	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14543__PFRAG_1_mouse_10966814_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:50(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P14543	uniprotkb:O35206-PRO_0000005791	matrixdb:P14543	matrixdb:PFRAG_2_mouse	uniprotkb:NID1(gene name)	matrixdb:"Restin"(short label)|matrixdb:"Endostatin-XV"(synonym)|matrixdb:"C-terminus domain of collagen XV"(synonym)	psi-mi:"MI:0892"(solid phase assay)	Sasaki et al.(2000)	pubmed:10966814	taxid:9606("Homo sapiens")	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14543__PFRAG_2_mouse_10966814_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:50(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P14543	uniprotkb:P39061-PRO_0000441862	matrixdb:P14543	matrixdb:PFRAG_3_mouse	uniprotkb:NID1(gene name)	matrixdb:"NC1-XVIII"(short label)|matrixdb:"Non collagenous C-terminal domain 1 of collagen XVIII"(synonym)	psi-mi:"MI:0892"(solid phase assay)	Sasaki et al.(2000)	pubmed:10966814	taxid:9606("Homo sapiens")	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14543__PFRAG_3_mouse_10966814_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:6(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P14543	matrixdb:PFRAG_4_mouse	matrixdb:P14543	-	uniprotkb:NID1(gene name)	matrixdb:"NC1-XV"(short label)|matrixdb:"Non collagenous C-terminal domain 1 of collagen XV"(synonym)	psi-mi:"MI:0892"(solid phase assay)	Sasaki et al.(2000)	pubmed:10966814	taxid:9606("Homo sapiens")	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14543__PFRAG_4_mouse_10966814_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:25(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P14780	uniprotkb:P16035	matrixdb:P14780	matrixdb:P16035	uniprotkb:mmp9(gene name)	uniprotkb:timp2(gene name)	psi-mi:"MI:0435"(protease assay)	Packard et al.(2009)	pubmed:19010413|imex:IM-12209	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0414"(enzymatic reaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14780__P16035_19010413_MatrixDB_1|imex:IM-12209-4	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0586"(inhibitor)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P14780	uniprotkb:P39060-PRO_0000005794	matrixdb:P14780	matrixdb:PFRAG_1_human	uniprotkb:mmp9(gene name)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nyberg et al.(2003)	pubmed:12690120	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P14780__PFRAG_1_human_12690120_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 4"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P15502	uniprotkb:P15502	matrixdb:P15502	matrixdb:P15502	uniprotkb:ELN(gene name)	uniprotkb:ELN(gene name)	psi-mi:"MI:0013"(biophysical)	Pepe et al.(2008)	pubmed:18450438	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P15502_18450438_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Coacervation studies (monitoring the absorgance at 440 nm upon increase in temperature) were performed with the Ex26 peptide"|comment:"Figure 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P15502	matrixdb:P15502	matrixdb:P15502	uniprotkb:ELN(gene name)	uniprotkb:ELN(gene name)	psi-mi:"MI:0020"(transmission electron microscopy)	Pepe et al.(2008)	pubmed:18450438	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P15502_18450438_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"The peptide self-assemble into globules and short flexible sticks"|comment:"Figure 3,4,5,6"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P15502	matrixdb:P15502	matrixdb:P15502	uniprotkb:ELN(gene name)	uniprotkb:ELN(gene name)	psi-mi:"MI:0872"(atomic force microscopy)	Pepe et al.(2008)	pubmed:18450438	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P15502_18450438_MatrixDB_3	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"The peptide forms a filamentous, beaded-necklace structure, typical of elastin"|comment:"Figure 7"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P15502	matrixdb:P15502	matrixdb:P15502	uniprotkb:ELN(gene name)	uniprotkb:ELN(gene name)	psi-mi:"MI:0426"(light microscopy)	Pepe et al.(2008)	pubmed:18450438	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P15502_18450438_MatrixDB_4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Structures formed: gel-like material, dendritic features, very large ribbon-like fibers"|comment:"Figure 8"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P15502	matrixdb:P15502	matrixdb:P15502	uniprotkb:ELN(gene name)	uniprotkb:ELN(gene name)	psi-mi:"MI:0040"(electron microscopy)	Pepe et al.(2008)	pubmed:18450438	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P15502_18450438_MatrixDB_5	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Interaction detection method: Environmental Scanning Electron Microscopy (ESEM)"|comment:"Figure 9"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P28300	matrixdb:P15502	matrixdb:P28300	uniprotkb:ELN(gene name)	uniprotkb:lox(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Choudhury et al.(2009)	pubmed:19570982|imex:IM-16976	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P28300_19570982_MatrixDB_1|imex:IM-16976-17	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0941"(competitor)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P28300	matrixdb:P15502	matrixdb:P28300	uniprotkb:ELN(gene name)	uniprotkb:lox(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Choudhury et al.(2009)	pubmed:19570982|imex:IM-16976	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P28300_19570982_MatrixDB_2|imex:IM-16976-16	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:49(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0866"(tag visualisation)	psi-mi:"MI:0866"(tag visualisation)
uniprotkb:P15502	uniprotkb:P35555	matrixdb:P15502	matrixdb:P35555	uniprotkb:ELN(gene name)	uniprotkb:fbn1(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Choudhury et al.(2009)	pubmed:19570982|imex:IM-16976	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P35555_19570982_MatrixDB_1|imex:IM-16976-20	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0941"(competitor)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:31-489	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P35555	matrixdb:P15502	matrixdb:P35555	uniprotkb:ELN(gene name)	uniprotkb:fbn1(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Choudhury et al.(2009)	pubmed:19570982|imex:IM-16976	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P35555_19570982_MatrixDB_2|imex:IM-16976-23	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0941"(competitor)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:31-489	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P15502	uniprotkb:P35555	matrixdb:P15502	matrixdb:P35555	uniprotkb:ELN(gene name)	uniprotkb:fbn1(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Choudhury et al.(2009)	pubmed:19570982|imex:IM-16976	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:P15502__P35555_19570982_MatrixDB_3|imex:IM-16976-22	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0941"(competitor)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:1-329	-	-	psi-mi:"MI:0866"(tag visualisation)	psi-mi:"MI:0866"(tag visualisation)
